4.386491 0.139626 nan nan nan
4.435230 0.139626 nan nan nan
4.483968 0.139626 nan nan nan
4.532707 0.139626 nan nan nan
4.581446 0.139626 nan nan nan
4.630185 0.139626 nan nan nan
4.678924 0.139626 nan nan nan
4.727662 0.139626 nan nan nan
4.776401 0.139626 nan nan nan
4.825140 0.139626 nan nan nan
4.873879 0.139626 nan nan nan
4.922618 0.139626 nan nan nan
4.971356 0.139626 nan nan nan
5.020095 0.139626 nan nan nan
5.068834 0.139626 nan nan nan
5.117573 0.139626 nan nan nan
5.166311 0.139626 nan nan nan
5.215050 0.139626 nan nan nan
5.263789 0.139626 nan nan nan
5.312528 0.139626 nan nan nan
5.361267 0.139626 nan nan nan
5.410005 0.139626 nan nan nan
5.458744 0.139626 nan nan nan
5.507483 0.139626 nan nan nan
5.556222 0.139626 nan nan nan
5.604961 0.139626 nan nan nan
5.653699 0.139626 nan nan nan
5.702438 0.139626 nan nan nan
5.751177 0.139626 nan nan nan
5.799916 0.139626 nan nan nan
5.848654 0.139626 nan nan nan
5.897393 0.139626 nan nan nan
5.946132 0.139626 nan nan nan
5.994871 0.139626 nan nan nan
6.043610 0.139626 nan nan nan
6.092348 0.139626 nan nan nan
6.141087 0.139626 nan nan nan
6.189826 0.139626 nan nan nan
6.238565 0.139626 nan nan nan
6.287304 0.139626 nan nan nan
6.336042 0.139626 nan nan nan
6.384781 0.139626 nan nan nan
6.433520 0.139626 nan nan nan
6.482259 0.139626 nan nan nan
6.530997 0.139626 nan nan nan
6.579736 0.139626 nan nan nan
6.628475 0.139626 nan nan nan
6.677214 0.139626 nan nan nan
6.725953 0.139626 nan nan nan
6.774691 0.139626 nan nan nan
6.823430 0.139626 nan nan nan
6.872169 0.139626 nan nan nan
6.920908 0.139626 nan nan nan
6.969647 0.139626 nan nan nan
7.018385 0.139626 nan nan nan
7.067124 0.139626 nan nan nan
7.115863 0.139626 nan nan nan
7.164602 0.139626 nan nan nan
7.213341 0.139626 nan nan nan
7.262079 0.139626 nan nan nan
7.310818 0.139626 nan nan nan
7.359557 0.139626 nan nan nan
7.408296 0.139626 nan nan nan
7.457034 0.139626 nan nan nan
7.505773 0.139626 nan nan nan
7.554512 0.139626 nan nan nan
7.603251 0.139626 nan nan nan
7.651990 0.139626 nan nan nan
7.700728 0.139626 nan nan nan
7.749467 0.139626 nan nan nan
7.798206 0.139626 nan nan nan
7.846945 0.139626 nan nan nan
7.895684 0.139626 nan nan nan
7.944422 0.139626 nan nan nan
7.993161 0.139626 nan nan nan
8.041900 0.139626 nan nan nan
8.090639 0.139626 nan nan nan
8.139377 0.139626 nan nan nan
8.188116 0.139626 nan nan nan
8.236855 0.139626 nan nan nan
8.285594 0.139626 nan nan nan
8.334333 0.139626 nan nan nan
8.383071 0.139626 nan nan nan
8.431810 0.139626 nan nan nan
8.480549 0.139626 nan nan nan
8.529288 0.139626 nan nan nan
8.578027 0.139626 nan nan nan
8.626765 0.139626 nan nan nan
8.675504 0.139626 nan nan nan
8.724243 0.139626 nan nan nan
8.772982 0.139626 nan nan nan
8.821720 0.139626 nan nan nan
8.870459 0.139626 nan nan nan
8.919198 0.139626 nan nan nan
8.967937 0.139626 nan nan nan
9.016676 0.139626 nan nan nan
9.065414 0.139626 nan nan nan
9.114153 0.139626 nan nan nan
9.162892 0.139626 nan nan nan
9.211631 0.139626 nan nan nan
9.260370 0.139626 nan nan nan
9.309108 0.139626 nan nan nan
9.357847 0.139626 nan nan nan
9.406586 0.139626 nan nan nan
9.455325 0.139626 nan nan nan
9.504063 0.139626 nan nan nan
9.552802 0.139626 nan nan nan
9.601541 0.139626 nan nan nan
9.650280 0.139626 nan nan nan
9.699019 0.139626 nan nan nan
9.747757 0.139626 nan nan nan
9.796496 0.139626 nan nan nan
9.845235 0.139626 nan nan nan
9.893974 0.139626 nan nan nan
9.942713 0.139626 nan nan nan
9.991451 0.139626 nan nan nan
10.040190 0.139626 nan nan nan
