0.048739 0.139626 0.046013 0.046370 4.662937e-15
0.097478 0.139626 0.087650 0.087978 3.478641e-14
0.146216 0.139626 0.120861 0.121130 5.091392e-14
0.194955 0.139626 0.142560 0.142744 6.563630e-14
0.243694 0.139626 0.150730 0.150812 7.490655e-14
0.292433 0.139626 0.144615 0.144585 7.344255e-14
0.341172 0.139626 0.124784 0.124646 6.913914e-14
0.389910 0.139626 0.093087 0.092852 5.627226e-14
0.438649 0.139626 0.052474 0.052164 3.597123e-14
0.487388 0.139626 0.006729 0.006369 1.368263e-14
0.536127 0.139626 0.039891 0.040267 1.156280e-14
0.584865 0.139626 0.083044 0.083404 3.326376e-14
0.633604 0.139626 0.118713 0.119025 4.758433e-14
0.682343 0.139626 0.143578 0.143813 5.778364e-14
0.731082 0.139626 0.155322 0.155459 6.531163e-14
0.779821 0.139626 0.152850 0.152876 6.801742e-14
0.828559 0.139626 0.136391 0.136303 8.963576e-14
0.877298 0.139626 0.107472 0.107280 5.466591e-14
0.926037 0.139626 0.068783 0.068504 4.060164e-14
0.974776 0.139626 0.023922 0.023582 2.562664e-14
1.023515 0.139626 0.022938 0.023309 6.377277e-15
1.072253 0.139626 0.067441 0.067808 1.954716e-14
1.120992 0.139626 0.105446 0.105777 4.171056e-14
1.169731 0.139626 0.133421 0.133684 6.828219e-14
1.218470 0.139626 0.148765 0.148934 7.267339e-14
1.267208 0.139626 0.150051 0.150112 7.548432e-14
1.315947 0.139626 0.137162 0.137108 7.030350e-14
1.364686 0.139626 0.111300 0.111136 6.424058e-14
1.413425 0.139626 0.074873 0.074615 4.222490e-14
1.462164 0.139626 0.031273 0.030943 2.587514e-14
1.510902 0.139626 0.015441 0.015813 1.387779e-15
1.559641 0.139626 0.060921 0.061300 2.130327e-14
1.608380 0.139626 0.100932 0.101285 4.019007e-14
1.657119 0.139626 0.131750 0.132044 5.030937e-14
1.705858 0.139626 0.150506 0.150714 6.213064e-14
1.754596 0.139626 0.155452 0.155554 6.544152e-14
1.803335 0.139626 0.146127 0.146113 6.481187e-14
1.852074 0.139626 0.123395 0.123268 6.195738e-14
1.900813 0.139626 0.089371 0.089142 5.138424e-14
1.949551 0.139626 0.047218 0.046909 4.138034e-14
1.998290 0.139626 0.000896 0.000556 1.549692e-14
2.047029 0.139626 0.045400 0.045779 5.967449e-15
2.095768 0.139626 0.087249 0.087614 2.725034e-14
2.144507 0.139626 0.120800 0.121115 5.229150e-14
2.193245 0.139626 0.142933 0.143168 6.355729e-14
2.241984 0.139626 0.151590 0.151722 7.658793e-14
2.290723 0.139626 0.145966 0.145986 7.599477e-14
2.339462 0.139626 0.126588 0.126489 7.739339e-14
2.388201 0.139626 0.095260 0.095058 5.335706e-14
2.436939 0.139626 0.054901 0.054601 3.805073e-14
2.485678 0.139626 0.009267 0.008917 1.210143e-14
2.534417 0.139626 0.037433 0.037819 9.658940e-15
2.583156 0.139626 0.080802 0.081131 3.757030e-14
2.631895 0.139626 0.116827 0.117174 4.873879e-14
2.680633 0.139626 0.142182 0.142301 5.803691e-14
2.729372 0.139626 0.154504 0.154704 6.730554e-14
2.778111 0.139626 0.152725 0.152335 6.622009e-14
2.826850 0.139626 0.137009 0.137051 6.289023e-14
2.875588 0.139626 0.109050 0.108427 5.569265e-14
2.924327 0.139626 0.071464 0.071568 4.697891e-14
2.973066 0.139626 0.028445 0.028513 2.994827e-14
3.021805 0.139626 0.028556 0.029874 7.105427e-15
3.070544 0.139626 0.077785 0.080300 1.511291e-14
3.119282 0.139626 0.124814 0.128174 3.836861e-14
3.168021 0.139626 0.168011 0.174511 5.577483e-14
3.216760 0.139626 0.210580 0.221924 8.712475e-14
3.265499 0.139626 0.260633 0.282808 7.993606e-14
3.314238 0.139626 0.335920 0.374145 8.618106e-14
3.362976 0.139626 0.577494 0.531458 9.148238e-14
3.411715 0.139626 1.014660 0.823909 2.677858e-13
3.460454 0.139626 1.786026 1.356347 5.145884e-13
3.509193 0.139626 3.150013 2.349223 1.003642e-12
3.557931 0.139626 5.549167 4.184114 1.868727e-12
3.606670 0.139626 9.769562 7.378401 2.692957e-12
3.655409 0.139626 17.103884 12.934351 4.092726e-12
3.704148 0.139626 30.014292 22.514395 6.593837e-12
3.752887 0.139626 51.642968 39.473456 1.750777e-11
3.801625 0.139626 84.627380 74.913564 1.075477e-10
3.850364 0.139626 207.866741 194.131313 5.392735e-10
3.899103 0.139626 1098.622394 1062.284997 1.738499e-09
3.947842 0.139626 38586.310993 40757.629432 2.388606e-08
3.996581 0.139626 111020667.153392 119858436.079829 7.075071e-05
4.045319 0.139626 633617231834317.625000 813030764058012.500000 2.742500e+02
4.094058 0.139626 33472268278817323928789188608.000000 42841555839248905899486478336.000000 1.691941e+16
4.142797 0.139626 83414864008085006403680907295029864686392113311724339200.000000 95487612067955831374906349971212728756450938692562845696.000000 7.081566e+43
4.191536 0.139626 275582587924621667182698442266236981428229733919538169312878673733405692337488111358647084294385103194392887296.000000 571843746644299037480685028453997223236180078298054062389257288208497469010368997091469716612891551439467315200.000000 2.316435e+98
4.240274 0.139626 12031362203972986144607189793509606755183564152136949172657024909967767245168054472746839865355175235681063416154063117469384045219760772261693546795790036554183219613707356458233141016879763080916739649608215797681881088.000000 18120391912107465210815419798039820800116248295345299492789595213660231286444775540022734418294413494220472495160119472095367641037191116685558848449839755592164510627758414707239680615264377317423527309317634654702927872.000000 7.130579e+207
4.289013 0.139626 nan nan nan
4.337752 0.139626 nan nan nan
